C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_49_145.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_49_145.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_49_145.jpg,0,0,0,5.41637E-07
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_49_263.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_49_263.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_49_263.jpg,0,0,0,4.002793E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_49_391.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_49_391.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_49_391.jpg,0,0,0,2.472742E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_49_501.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_49_501.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_49_501.jpg,0,0,0,5.463615E-07
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_49_611.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_49_611.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_49_611.jpg,0,0,0,3.532346E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_49_722.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_49_722.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_49_722.jpg,0,0,0,2.604766E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_49_833.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_49_833.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_49_833.jpg,0,0,0,3.366019E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_49_945.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_49_945.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_49_945.jpg,0,0,0,3.206063E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_058.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_058.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_058.jpg,0,0,0,2.400411E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_165.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_165.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_165.jpg,0,0,0,4.292808E-07
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_281.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_281.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_281.jpg,0,0,0,2.135641E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_380.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_380.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_380.jpg,0,0,0,9.947665E-07
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_487.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_487.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_487.jpg,0,0,0,3.467244E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_592.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_592.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_592.jpg,0,0,0,3.192901E-07
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_697.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_697.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_697.jpg,0,0,0,3.599538E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_803.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_803.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_803.jpg,0,0,0,2.739203E-07
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_50_908.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_50_908.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_50_908.jpg,0,0,0,2.321956E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_51_016.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_51_016.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_51_016.jpg,0,0,0,1.012901E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_51_118.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_51_118.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_51_118.jpg,0,0,0,1.023853E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_51_222.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_51_222.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_51_222.jpg,0,0,0,9.557876E-07
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_51_329.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_51_329.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_51_329.jpg,0,0,0,3.998264E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_51_443.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_51_443.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_51_443.jpg,0,0,0,2.274349E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_51_546.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_51_546.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_51_546.jpg,0,0,0,3.344289E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_51_648.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_51_648.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_51_648.jpg,0,0,0,1.514717E-06
C:\Users\Admin\Desktop\isy503\IMG\center_2022_11_30_21_07_51_761.jpg,C:\Users\Admin\Desktop\isy503\IMG\left_2022_11_30_21_07_51_761.jpg,C:\Users\Admin\Desktop\isy503\IMG\right_2022_11_30_21_07_51_761.jpg,0,0,0,1.672096E-06
